"id","ASN","price","status","stitle","cate","image","Product Dimensions","Batteries required","Item model number","Date First Available","extraImages","Item Weight","Is assembly required","Included components","Customer Reviews","Best Sellers Rank","Package Dimensions","Primary material","Frame finish","Footboard upholstery","Shipping Weight","Manufacturer","Assembly Required","Batteries Required?","Manufacturer recommended age","Educational Objective(s)","Mfg Recommended age","Fabric Type","Care instructions","Number of pieces","Brand","Model Number","Color","Product Dimensions:","Date First Available:","Manufacturer:","ASIN:","Item model number:","","Item volume","International Warranty: If purchased from outside the UAE, manufacturer warranty may not apply. Click Here [PDF 195 KB]","Best Sellers Rank:","Camera Cases","Batteries","Manufacturer reference","Manufacturer Part Number","Mobile Phone Screen Protectors","USB Cables","Other display features","Form factor","Whats in the box","Package Dimensions:","Language:","Batteries Included?","Remote Control Included?","Is Discontinued By Manufacturer:","Department:","Action Cameras & Accessories","Customer reviews:","Size","Style","Season","Sport","Department","Is Discontinued By Manufacturer","Number of Puzzle Pieces","Hand Tools","Height","Length","Weight","Width","Number of Items","Standing screen display size","Are Batteries Included","Number of Game Players","Material Care Instructions","Material","Screwdrivers","Model number","Target gender","Our Recommended age","Number of Pieces","Material Type(s)","Long Drill Bits","In-Ear Headphones","Model","Computer Accessories","Manufacturer's Suggested Maximum Weight","material_composition","Knee Braces","Boring Drill Bits","Item diameter","Material Type","Included Components","Frame Material","Shape","Lens Material","Outer Material","Material Composition","Mobile Phone Basic Cases","Capacity","Item Shape","Series","Voltage","Camera & Camcorder Rain Covers","Lightning Cables","Automotive Diagnostic, Test & Measuring Tools","Measuring & Layout","Camera Lens Filter Sets","Warranty description","Open-End Wrenches","Drill Bits","Release date","Drive Sockets","Camera & Photo Accessories","Units","Dishwasher safe","Is portable","Wrench Sets","Pipe Wrenches","Shop Knives","Batteries:","Mobile Phone Accessories","Format","Electrical Power Accessories","Electrical Equipment","Chisels","Item Model Number","Pliers & Pincers","Nintendo Switch Games","Jobber Drill Bits","Wearable Technology","Power Tool Accessories","Dishwasher safe?","Hole Saws","Hammers","Auto Shutoff","Special Features","desc","Camcorder Cases","Brad-Point Drill Bits","number_of_channels","Mobile Phone Mounts & Stands","Telephone & VoIP Accessories","Cycling Accessories","Hardware","Safety & Security","Industrial Drill Bits","Combination Wrenches","HDMI Cables","Desk Accessories & Storage Products","Electronics Accessories & Supplies","Flashlight Lanterns","Display Type","Photographic Lighting & Studio Equipment","PlayStation 4 Games","Twist Drill Bits","Manufacturer reference:","Other camera features","Resistance temperature","Screwdriver Sets","Spanners & Wrenches","Display maximum weight recommendation","Jig Saw Blades","Fill material","Scent","Import designation","Wood Chisels","Mobile Phone OTG Adapters","Complete Tripod Units","Bookshelf Photo Albums","Special features","Additional product features","Tape Measures","Features","Strippers & Crimpers","Electrical Tools & Testers","Maximum weight recommendation","Quantity","League","Team","Material free","Bottle type","Lithium Battery Packaging","Camera Case & Bag Accessories","Tool Organizers","Tool Sets","Surveillance & Security Cameras","Home Security & Surveillance Systems","Folding","tech_spec_battery_description_toys","Camera Lens Sky & UV Filters","Film Cameras","Projector Accessories","Monopods","Wattage","Adjustable Wrenches","Exterior","OEM Part Number","Cover Included","Binoculars","Radio Control Suitability","Skill Level","Power Tool Staples","Cultivators & Tillers","Home Storage & Organization","Language::","Camera Lens Polarizing Filters"
"1701","B07P8Q49LK","","1","Wham 8.02 Square 16Cm Organiser Box With 4 Divisions 23025_Graphite_Clear","Tools & Home Improvement|Power & Hand Tools|Tool Organizers","https://images-na.ssl-images-amazon.com/images/I/716HxkA9k4L._AC_SL1500_.jpg","5 x 16 x 15.2 cm; 160 Grams",,"2724640950164","25 February 2019","https://images-na.ssl-images-amazon.com/images/I/81jq%2BP-7lCL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/81kOYPAdgIL._AC_SL1500_.jpg",,,,,"#45,589 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)#565 in Tool Organizers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1702","B07PLZ21W7","","1","Kitchen Love Runner For Table-Manufactured in Turkey- 40x140 cm","Home|Home Textiles|Kitchen Linen|Table Runners","https://images-na.ssl-images-amazon.com/images/I/61ItvH%2BgjVL._AC_SL1200_.jpg","140 x 40 x 0.2 cm; 150 Grams","No","761KCH0434","12 March 2019","https://images-na.ssl-images-amazon.com/images/I/51u2fS-ea6L._AC_SL1200_.jpg",,,,,,,,,,,,,,,,,"50% Cotton, 50% Polyester","Hand wash","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1703","B07N643R7D","15.00","1","Tuffware Hard Anodised Tasara,0.6Ltr,Black","Kitchen|Cookware","https://images-na.ssl-images-amazon.com/images/I/619C5UCM6-L._AC_SL1500_.jpg",,"No","8906013340343","28 January 2019","",,"No","Solid",,"#92,198 in Kitchen (See Top 100 in Kitchen)#7,330 in Kitchen Cookware","27 x 19.99 x 11.99 cm; 599 Grams",,,,,,,,,,,,"Hand Wash","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1704","B07P5JX1YQ","","1","Vakind Iron Man 3D Black Eye Water Cup Multi Color","Kitchen|Tableware|Glassware & Drinkware|Cups, Mugs & Saucers|Coffee Cups & Mugs","https://images-na.ssl-images-amazon.com/images/I/41WVWOVqImL._AC_.jpg","14.2 x 15.2 x 14.7 cm; 185 Grams",,"2724652071925","25 February 2019","https://images-na.ssl-images-amazon.com/images/I/41cftzL3s7L._AC_.jpg,https://images-na.ssl-images-amazon.com/images/I/4123iEIm3LL._AC_.jpg,https://images-na.ssl-images-amazon.com/images/I/41Hk%2BsS3rWL._AC_.jpg","185 Grams",,,,"#57,415 in Kitchen (See Top 100 in Kitchen)#1,459 in Coffee Cups & Mugs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1705","B01608LIYC","","1","Playmobil Love Fairy With Ring - 4 Years And Above, For 4 Years & Above","Toys|Play Figures & Vehicles","https://images-na.ssl-images-amazon.com/images/I/81cMf5WpqaL._AC_SL1500_.jpg","12 x 3.5 x 16 cm; 35.1 Grams",,"6829","9 March 2019","https://images-na.ssl-images-amazon.com/images/I/81WZULfKbEL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71YsC-DOVtL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71SMcRoSzCL._AC_SL1500_.jpg",,,,"/** Fix for UDP-1061. Average customer reviews has a small extra line on hover* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40*/.noUnderline a:hover {text-decoration: none;}4.0 out of 5 stars1 ratingP.when('A', 'ready').execute(function(A) {A.declarative('acrLink-click-metrics', 'click', { ""allowLinkDefault"" : true }, function(event){if(window.ue) {ue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);}});});P.when('A', 'cf').execute(function(A) {A.declarative('acrStarsLink-click-metrics', 'click', { ""allowLinkDefault"" : true },  function(event){if(window.ue) {ue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);}});});4.0 out of 5 stars","#70,048 in Toys (See Top 100 in Toys)#13,363 in Kids' Play Figures & Vehicles",,,,,,,"Yes","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"English, Italian, French, German, Spanish","No","No",,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1706","B07P7M8MB9","","1","Unique Candle Hurricane Candle Gift For Her Model 4 - Multi Color","Lighting|Indoor Lighting|Specialty & Decorative Lighting","https://images-na.ssl-images-amazon.com/images/I/810Wa%2BVf7NL._AC_SL1500_.jpg","11.2 x 14.4 x 13 cm; 1.1 Kilograms",,,"25 February 2019","https://images-na.ssl-images-amazon.com/images/I/81tFHcgblDL._AC_SL1500_.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2724634717667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1707","B07WZ93QWR","27.06","1","Bosphorus Flower American Service And Coaster, Multi-Colour, 03H-100","Kitchen|Tools & Gadgets|Barware|Coasters","https://images-na.ssl-images-amazon.com/images/I/71RikKWPxoL._AC_SL1500_.jpg",,"No","03H-100","25 August 2019","",,,"No Included Components",,"#70,138 in Kitchen (See Top 100 in Kitchen)#391 in Bar Coasters","29.6 x 21.1 x 2.1 cm; 800 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1708","B07P6H5H44","","1","Stylizedd Samsung Galaxy S9 Slim Snap Case Cover Matte Finish - GOT All Men Must Die - Multi Color","Electronics|Mobile Phones & Communication|Accessories|Cases & Covers|Basic Cases","https://images-na.ssl-images-amazon.com/images/I/41JeCXCe2bL._AC_.jpg","1.8 x 18.4 x 10.6 cm; 68 Grams",,"2724584711890","25 February 2019","https://images-na.ssl-images-amazon.com/images/I/41rSNnCr0AL._AC_SL1000_.jpg,https://images-na.ssl-images-amazon.com/images/I/51lWqqHDE8L._AC_.jpg","68 g",,,,"#46,769 in Mobile Phones & Communication Products (See Top 100 in Mobile Phones & Communication Products)#13,281 in Mobile Phone Basic Cases",,,,,,,,,,,,,,,,,"Multi Color",,,,,,,,,,,,,,,,"Wireless",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1709","B01D94IE8I","44.93","1","Bosphorus Bamboo Coated Ceramic Liquid Soap Dispenser, White/Bronze, 90582ES","Home|Bath|Bathroom Accessories|Holders, Dispensers & Organizers|Dispensers","https://images-na.ssl-images-amazon.com/images/I/71dDjNKbh1L._AC_SL1500_.jpg","7.24 x 6.35 x 21.16 cm; 8.5 Grams","No","90582","2 May 2018","https://images-na.ssl-images-amazon.com/images/I/71df0u34e%2BL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71psjeen-gL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71T0a3CZDxL._AC_SL1500_.jpg","0.3 Ounces","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1710","B07NDWHKYX","47.09","1","Knipex Cross Slot Screwdrivers - Kpx - 982403","Tools & Home Improvement|Power & Hand Tools|Hand Tools|Screwdrivers & Nut Drivers|Screwdrivers","https://images-na.ssl-images-amazon.com/images/I/31TGPNrUGAL._AC_.jpg",,,,,"",,,,,,,,,,,,,,,,,,,,,,,,"6 February 2019","Knipex","B07NDWHKYX",,"",,,,,,,,,,,,,"27 x 4.1 x 3.9 cm; 143.97 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1711","B07NF69XW3","","1","Comansi Elvis Pretend   Dress Up","Toys|Dolls, Houses & Accessories","https://images-na.ssl-images-amazon.com/images/I/51hdYZdhxpL._AC_SL1000_.jpg",,,,"6 February 2019","",,,,"/** Fix for UDP-1061. Average customer reviews has a small extra line on hover* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40*/.noUnderline a:hover {text-decoration: none;}5.0 out of 5 stars1 ratingP.when('A', 'ready').execute(function(A) {A.declarative('acrLink-click-metrics', 'click', { ""allowLinkDefault"" : true }, function(event){if(window.ue) {ue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);}});});P.when('A', 'cf').execute(function(A) {A.declarative('acrStarsLink-click-metrics', 'click', { ""allowLinkDefault"" : true },  function(event){if(window.ue) {ue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);}});});5.0 out of 5 stars","#79,619 in Toys (See Top 100 in Toys)#6,015 in Dolls, Houses & Accessories#15,250 in Kids' Play Figures & Vehicles","18.2 x 11.6 x 2.3 cm; 20 Grams",,,,,,,,,,,,,,,,"Multi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1712","B07NFCKB5C","","1","Dilly Decorative MDF Painting Set - Mixed Media","Home|Artwork","https://images-na.ssl-images-amazon.com/images/I/71b3BcXfb1L._AC_SL1201_.jpg",,,,"6 February 2019","",,,,,,"23.8 x 10.6 x 1 cm; 199.98 Grams","Manufactuerd Wood","Framed","Manufactuerd Wood",,"Dilly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1713","B07NF7R8J7","","1","Alpha Wall Decorative MDF Painting - Mixed Media","Home|Artwork","https://images-na.ssl-images-amazon.com/images/I/61jsxbht60L._AC_SL1500_.jpg",,,,"6 February 2019","",,,,,,"28.19 x 23.37 x 1.78 cm; 220 Grams","Manufactuerd Wood","Framed","Manufactuerd Wood","0.22 Kilograms","Alpha Wall",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1714","B07PK4R1JB","","1","Stor Captain America Bowl - Blue","Kitchen|Tableware|Dishware & Serving Pieces|Dinnerware|Bowls|Soup Bowls","https://images-na.ssl-images-amazon.com/images/I/81tuzMEjvOL._AC_SL1500_.jpg","3.6 x 13.2 x 13.2 cm; 32 Grams",,"2724623311173","7 March 2019","https://images-na.ssl-images-amazon.com/images/I/616Oft3O9YL._AC_SL1500_.jpg","32 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1715","B07Q86GC6M","","1","Royal Plastic Diana Mug White","Kitchen|Tableware|Glassware & Drinkware|Cups, Mugs & Saucers|Coffee Cups & Mugs","https://images-na.ssl-images-amazon.com/images/I/61XYdyccXuL._AC_SL1500_.jpg",,,,"2 April 2019","https://images-na.ssl-images-amazon.com/images/I/61OEU0u%2BnLL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/61BMOvXELhL._AC_SL1500_.jpg",,,,,"#110,826 in Kitchen (See Top 100 in Kitchen)#3,332 in Coffee Cups & Mugs","10.7 x 10.6 x 8.5 cm; 120 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,"result.feed.gl_home-watch_model_number_en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1716","B07PCM2S5X","","1","Arcoroc Mixedwhite - Bowls White","Kitchen|Tableware|Dishware & Serving Pieces|Dinnerware|Bowls|Soup Bowls","https://images-na.ssl-images-amazon.com/images/I/61NcvBMfnOL._AC_SL1500_.jpg","5.8 x 22 x 13 cm; 380 Grams",,"D2752848","1 March 2019","https://images-na.ssl-images-amazon.com/images/I/61W8Uxb6S%2BL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/61VUxi2k7yL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/61WZoNIDTbL._AC_SL1500_.jpg","380 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1717","B07HDRYKS6","32.10","1","Bosphorus Honeycomb Pattern Polyresin Liquid Soap Dispenser, Green, DT0082YA","Home|Bath|Bathroom Accessories|Holders, Dispensers & Organizers|Dispensers","https://images-na.ssl-images-amazon.com/images/I/71VWB2D%2BdlL._AC_SL1500_.jpg","14 x 8.5 x 14 cm; 280 Grams","No","DT0082YA","25 August 2019","","0.28 Kilograms","No",,,,,,,,,,,,,,,"Not Applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1718","B0772R4HQH","","1","Sticky Decorative Wall Sticker","Tools & Home Improvement|Painting Supplies, Tools & Wall Treatments|Wall Stickers & Murals","https://images-na.ssl-images-amazon.com/images/I/71aYbuhSGlL._AC_SL1500_.jpg","41 x 40 x 0.1 cm; 30 Grams",,,"28 January 2019","https://images-na.ssl-images-amazon.com/images/I/61CEA8aPvuL._AC_SL1500_.jpg","30 g",,,,,,,,,,,,,,,,,,,"Sticky","260CKY1068","Black White",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vinyl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1719","B07P5JWJZL","94.59","1","IBed home IBEDUltra Soft Striped Bed Sheet 3 Piece Set, Cotton, King, White, H25 x W30.8 x D5.2 cm","Home|Home Textiles|Bedding & Linen|Sheets & Pillowcases","https://images-na.ssl-images-amazon.com/images/I/71HeNQsniyL._AC_SL1500_.jpg","5.2 x 30.8 x 25 cm; 600 Grams",,"2724323978744","25 February 2019","https://images-na.ssl-images-amazon.com/images/I/81BBukQaXiL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/81Ycvbi5ZAL._AC_SL1500_.jpg","600 Grams",,,"/** Fix for UDP-1061. Average customer reviews has a small extra line on hover* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40*/.noUnderline a:hover {text-decoration: none;}1.0 out of 5 stars1 ratingP.when('A', 'ready').execute(function(A) {A.declarative('acrLink-click-metrics', 'click', { ""allowLinkDefault"" : true }, function(event){if(window.ue) {ue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);}});});P.when('A', 'cf').execute(function(A) {A.declarative('acrStarsLink-click-metrics', 'click', { ""allowLinkDefault"" : true },  function(event){if(window.ue) {ue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);}});});1.0 out of 5 stars","#9,213 in Home (See Top 100 in Home)#247 in Bedding Sheets & Pillowcases",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1720","B07P97KBYL","","1","Servewell Hot Pot Stand,Multi Color","Kitchen|Tableware|Dishware & Serving Pieces|Serving Dishes|Trays|Serving Trays","https://images-na.ssl-images-amazon.com/images/I/61SS4kjX4WL._AC_SL1500_.jpg","0.8 x 6.7 x 6.7 cm; 250 Grams",,"2724623315812","28 February 2019","https://images-na.ssl-images-amazon.com/images/I/61whrSLb-8L._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71ONo5-qrHL._AC_SL1500_.jpg","250 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1721","B00BN2JRQ2","","1","Mcdavid 8836R Mmhg Calf Sleeves Pair - White, XL","Health|Medical Supplies & Equipment|Braces, Splints & Slings|Leg & Foot Supports|Calf & Shin Supports","https://images-na.ssl-images-amazon.com/images/I/61c-S8xULmL._AC_SL1498_.jpg","4.8 x 17.4 x 9.4 cm; 120 Grams",,"8836R-WH-V","5 March 2019","",,,,"/** Fix for UDP-1061. Average customer reviews has a small extra line on hover* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40*/.noUnderline a:hover {text-decoration: none;}5.0 out of 5 stars1 ratingP.when('A', 'ready').execute(function(A) {A.declarative('acrLink-click-metrics', 'click', { ""allowLinkDefault"" : true }, function(event){if(window.ue) {ue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);}});});P.when('A', 'cf').execute(function(A) {A.declarative('acrStarsLink-click-metrics', 'click', { ""allowLinkDefault"" : true },  function(event){if(window.ue) {ue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);}});});5.0 out of 5 stars","#39,298 in Health (See Top 100 in Health)#56 in Calf & Shin Supports",,,,,,"McDavid",,,,,,,,,"Mcdavid",,"White",,,,,,,,,,,,,,,,,,,,,"No",,,,,,"X-Large",,,,,"No",,,,,"300 Grams",,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1722","B07P5JBQWV","","1","Dish Dim. 19 X 28.5 X 3 Cms. Pn2066-Pp_Orange","Kitchen|Tableware|Dishware & Serving Pieces|Serving Dishes|Trays|Serving Trays","https://images-na.ssl-images-amazon.com/images/I/61VAsUVyJ-L._AC_SL1500_.jpg","7.2 x 28.7 x 22.9 cm; 182 Grams",,"2724624331231","25 February 2019","https://images-na.ssl-images-amazon.com/images/I/61RdMtgLTrL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/61uj47xVEXL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71y9JCdb1rL._AC_SL1500_.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1723","B07PL74KMP","","1","Servewell 13.8 Cm Horeca Serve Pot - White","Kitchen|Tableware|Dishware & Serving Pieces|Dinnerware|Bowls|Soup Bowls","https://images-na.ssl-images-amazon.com/images/I/51BUt6gfoTL._AC_SL1500_.jpg","6.6 x 17 x 15.6 cm; 340 Grams",,"2724623321677","7 March 2019","https://images-na.ssl-images-amazon.com/images/I/51bWOtT2bmL._AC_SL1500_.jpg","340 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
